date,day_of_week,time_of_day,clinic,clinic_type,urban_rural,appointment_type,appointments,avg_appointment_duration,clinic_open_hours,appointment_lead_time,walk_ins,emergencies,staff_count,weather,transport_access_score,walk_in_policy,cancellation_rate,cancellations,no_shows,no_show_rate,staff_nurses,staff_doctors,triage_score_avg,power_outage,equipment_downtime,patients_served,avg_wait_time,efficiency_score,staff_per_patient,complaints_received
2025-03-16,Sunday,Morning,Clinic_2,Maternal,Urban,Follow-up,50,25.5,10,17,18,4,6,Clear,0.47,Open,0.04,2,4,0.08,1,5,2.54,0,0,66,37.24,7.28,0.09,5
2025-05-16,Friday,Afternoon,Clinic_20,Emergency,Urban,Routine,112,18.8,10,12,21,3,6,Clear,0.66,Strict,0.17,19,9,0.08,5,1,2.65,0,0,108,57.6,12.24,0.06,16
2025-04-20,Sunday,Morning,Clinic_27,Pediatric,Rural,Follow-up,96,24.1,8,27,14,0,4,Rain,0.97,Strict,0.11,10,3,0.03,1,3,2.93,0,0,97,39.62,20.29,0.04,10
2025-06-03,Tuesday,Evening,Clinic_16,Pediatric,Urban,Routine,98,16.8,9,6,23,1,7,Storm,0.91,Strict,0.09,8,7,0.07,1,6,2.37,0,1,107,55.38,9.75,0.07,11
2025-04-20,Sunday,Afternoon,Clinic_3,Emergency,Urban,Follow-up,47,29.6,9,19,11,4,8,Clear,0.91,Moderate,0.19,8,7,0.15,6,2,3.39,1,0,47,47.86,1.09,0.17,9
2025-05-02,Friday,Afternoon,Clinic_16,Pediatric,Urban,Routine,46,28.6,8,24,13,5,3,Rain,0.63,Moderate,0.04,1,3,0.07,2,1,2.5,0,0,60,39.79,16.02,0.05,11
2025-05-02,Friday,Morning,Clinic_14,Chronic,Urban,Routine,117,18.8,10,28,26,5,3,Storm,0.48,Moderate,0.12,14,9,0.08,1,2,2.56,0,0,125,66.89,34.98,0.02,22
2025-03-07,Friday,Evening,Clinic_19,General,Urban,Urgent,85,15.0,8,2,6,1,6,Clear,0.3,Strict,0.04,3,10,0.12,1,5,3.05,0,0,79,33.42,9.82,0.08,13
2025-05-24,Saturday,Afternoon,Clinic_16,General,Urban,Routine,66,15.0,10,6,6,2,8,Cloudy,0.76,Moderate,0.13,8,7,0.11,2,6,1.9,1,0,59,51.82,2.19,0.14,15
2025-01-08,Wednesday,Evening,Clinic_29,Pediatric,Rural,Urgent,58,20.8,8,1,19,5,7,Storm,0.92,Open,0.19,11,4,0.07,5,2,2.16,0,0,67,36.88,5.88,0.1,11
2024-12-17,Tuesday,Afternoon,Clinic_24,Emergency,Urban,Routine,109,17.4,8,1,20,2,4,Rain,0.76,Open,0.06,6,11,0.1,1,3,2.72,0,0,114,61.2,22.38,0.04,19
2025-02-14,Friday,Morning,Clinic_2,Pediatric,Rural,Follow-up,88,10.4,9,12,8,0,10,Cloudy,0.24,Strict,0.17,14,9,0.1,5,5,3.16,0,0,73,20.24,5.28,0.14,9
2025-01-31,Friday,Morning,Clinic_30,Emergency,Rural,Follow-up,78,26.2,10,6,10,5,9,Clear,0.47,Open,0.12,9,13,0.17,5,4,2.35,0,0,71,28.66,5.02,0.13,8
2024-12-29,Sunday,Afternoon,Clinic_28,Emergency,Rural,Follow-up,85,21.5,10,24,18,5,3,Storm,0.33,Moderate,0.17,14,5,0.06,2,1,1.95,1,1,89,84.15,21.25,0.03,18
2025-05-15,Thursday,Morning,Clinic_8,Emergency,Rural,Follow-up,89,21.4,8,19,28,1,5,Storm,0.49,Open,0.18,16,8,0.09,3,2,3.13,0,1,94,57.66,13.03,0.05,19
2024-12-08,Sunday,Afternoon,Clinic_15,General,Rural,Routine,62,19.3,9,15,30,5,3,Rain,0.53,Open,0.04,2,7,0.11,2,1,3.22,0,0,88,46.81,24.65,0.03,14
2025-03-31,Monday,Afternoon,Clinic_9,Chronic,Urban,Routine,40,22.6,8,27,13,4,8,Clear,0.39,Open,0.19,7,0,0.0,4,4,3.12,0,0,50,24.36,3.81,0.16,7
2025-01-24,Friday,Evening,Clinic_9,Pediatric,Urban,Urgent,34,26.9,9,17,10,5,10,Clear,0.68,Moderate,0.12,4,0,0.0,1,9,1.87,0,0,45,20.69,2.43,0.22,3
2025-04-06,Sunday,Afternoon,Clinic_27,Chronic,Urban,Urgent,43,18.5,9,4,7,4,10,Clear,0.46,Moderate,0.04,1,5,0.12,2,8,1.54,0,0,48,21.64,2.64,0.21,4
2025-02-17,Monday,Morning,Clinic_10,Maternal,Urban,Routine,72,22.2,9,16,18,5,8,Storm,0.95,Moderate,0.1,7,8,0.11,3,5,2.94,0,0,80,33.62,6.64,0.1,11
2024-12-20,Friday,Morning,Clinic_19,Emergency,Rural,Urgent,104,24.7,10,25,6,5,5,Clear,0.69,Open,0.09,9,11,0.11,1,4,2.12,1,1,95,76.66,11.33,0.05,16
2025-01-26,Sunday,Afternoon,Clinic_8,Pediatric,Urban,Follow-up,97,16.3,8,22,21,3,8,Rain,0.56,Moderate,0.07,6,10,0.1,7,1,1.4,0,1,105,58.58,7.27,0.08,16
2025-03-16,Sunday,Afternoon,Clinic_8,Emergency,Urban,Urgent,76,14.9,9,21,7,2,4,Rain,0.68,Moderate,0.18,13,9,0.12,3,1,2.29,0,0,63,34.65,12.29,0.06,12
2025-03-14,Friday,Evening,Clinic_29,Maternal,Urban,Follow-up,73,10.3,8,13,15,0,4,Storm,0.81,Open,0.09,6,8,0.11,3,1,2.72,1,0,74,58.75,12.62,0.05,12
2025-03-20,Thursday,Morning,Clinic_5,Emergency,Rural,Follow-up,90,17.1,9,22,28,0,5,Rain,0.77,Strict,0.18,16,11,0.12,4,1,2.93,0,0,91,40.92,14.11,0.05,12
2025-04-21,Monday,Afternoon,Clinic_30,Chronic,Rural,Urgent,73,26.7,9,24,15,4,4,Cloudy,0.76,Open,0.2,14,7,0.1,1,3,2.41,0,1,71,59.07,11.84,0.06,18
2025-05-29,Thursday,Evening,Clinic_15,Chronic,Rural,Follow-up,53,13.5,10,18,28,4,4,Storm,0.96,Strict,0.05,2,8,0.15,1,3,1.58,0,0,75,46.01,14.15,0.05,14
2025-05-18,Sunday,Afternoon,Clinic_10,Pediatric,Rural,Follow-up,59,25.1,8,1,14,3,8,Rain,0.54,Moderate,0.03,1,7,0.12,5,3,3.26,0,0,68,38.26,4.67,0.12,12
2025-03-17,Monday,Afternoon,Clinic_8,Maternal,Rural,Follow-up,103,29.8,8,29,24,2,4,Rain,0.73,Strict,0.08,8,11,0.11,1,3,3.23,0,0,110,53.62,22.14,0.04,15
2025-04-10,Thursday,Morning,Clinic_1,Chronic,Urban,Follow-up,42,14.1,10,13,11,4,5,Cloudy,0.62,Moderate,0.02,0,3,0.07,1,4,3.59,1,0,54,45.01,6.3,0.09,14
2025-04-12,Saturday,Morning,Clinic_9,General,Rural,Routine,67,24.9,8,23,8,5,4,Clear,0.46,Open,0.1,6,8,0.12,2,2,1.52,0,0,66,40.44,12.46,0.06,7
2024-12-10,Tuesday,Morning,Clinic_30,Emergency,Rural,Routine,72,26.8,10,26,13,3,4,Clear,0.96,Open,0.15,10,9,0.12,2,2,3.12,0,0,69,36.64,13.59,0.06,11
2025-06-05,Thursday,Morning,Clinic_16,Maternal,Rural,Follow-up,31,12.6,10,28,12,1,9,Clear,0.96,Open,0.18,5,8,0.26,4,5,2.15,0,0,31,8.51,2.59,0.29,6
2025-03-31,Monday,Afternoon,Clinic_23,Pediatric,Rural,Urgent,57,21.7,10,11,5,3,4,Cloudy,0.62,Strict,0.11,6,11,0.19,3,1,2.5,0,0,48,36.16,8.38,0.08,12
2025-01-27,Monday,Afternoon,Clinic_4,Maternal,Urban,Follow-up,68,18.4,9,10,12,2,10,Rain,0.73,Strict,0.11,7,4,0.06,7,3,2.16,0,0,71,30.55,4.04,0.14,12
2025-05-06,Tuesday,Afternoon,Clinic_27,Chronic,Rural,Urgent,52,14.7,9,8,19,2,4,Rain,0.91,Moderate,0.08,4,6,0.12,2,2,1.88,0,0,63,45.04,11.25,0.06,10
2025-04-16,Wednesday,Afternoon,Clinic_9,General,Rural,Follow-up,37,24.6,9,20,22,2,7,Clear,0.45,Moderate,0.14,5,2,0.05,4,3,2.74,0,0,54,33.87,4.33,0.13,10
2024-12-08,Sunday,Afternoon,Clinic_5,Emergency,Urban,Urgent,58,10.4,9,2,23,1,6,Storm,0.93,Open,0.16,9,7,0.12,1,5,2.82,1,0,66,53.62,5.64,0.09,14
2025-04-30,Wednesday,Afternoon,Clinic_28,Maternal,Rural,Routine,38,28.2,9,13,25,0,6,Rain,0.64,Strict,0.09,3,0,0.0,2,4,2.29,1,0,60,48.11,5.19,0.1,9
2025-02-01,Saturday,Morning,Clinic_8,Maternal,Urban,Follow-up,31,25.0,9,20,6,0,4,Cloudy,0.3,Open,0.11,3,4,0.13,2,2,2.36,0,0,30,28.08,4.69,0.13,10
2025-04-09,Wednesday,Morning,Clinic_24,Emergency,Urban,Routine,64,24.7,9,6,7,0,4,Storm,0.83,Moderate,0.11,7,5,0.08,3,1,2.39,0,0,59,29.33,11.82,0.07,8
2025-05-07,Wednesday,Evening,Clinic_16,Chronic,Rural,Follow-up,95,11.9,9,17,28,0,7,Storm,0.59,Open,0.07,6,10,0.11,2,5,1.97,0,1,107,52.85,10.0,0.07,16
2025-05-16,Friday,Evening,Clinic_23,General,Rural,Routine,98,21.6,8,12,21,1,9,Rain,0.56,Moderate,0.02,1,11,0.11,8,1,1.94,0,1,108,57.88,6.21,0.08,15
2025-04-07,Monday,Morning,Clinic_7,Chronic,Urban,Routine,102,12.8,10,26,8,5,7,Cloudy,0.62,Open,0.08,8,10,0.1,6,1,3.07,1,0,97,62.93,7.56,0.07,18
2025-01-14,Tuesday,Afternoon,Clinic_23,Emergency,Rural,Routine,59,15.4,8,24,6,3,7,Cloudy,0.64,Moderate,0.09,5,4,0.07,6,1,2.36,0,0,59,25.17,5.91,0.12,6
2025-01-12,Sunday,Evening,Clinic_3,General,Rural,Urgent,113,11.6,8,24,12,2,10,Clear,0.33,Open,0.15,16,10,0.09,9,1,1.42,0,0,101,35.44,6.56,0.1,12
2025-03-09,Sunday,Morning,Clinic_21,Emergency,Rural,Routine,45,25.0,10,13,10,1,10,Cloudy,0.21,Strict,0.18,8,3,0.07,2,8,2.33,0,0,45,14.69,3.03,0.22,6
2024-12-10,Tuesday,Morning,Clinic_5,Pediatric,Urban,Urgent,85,29.0,9,16,14,5,7,Storm,0.58,Strict,0.11,9,11,0.13,5,2,2.05,0,0,84,34.98,8.5,0.08,9
2025-02-23,Sunday,Morning,Clinic_16,General,Urban,Follow-up,72,24.0,8,22,28,5,5,Clear,0.63,Moderate,0.05,3,5,0.07,4,1,2.25,0,0,97,44.25,14.97,0.05,9
2025-04-09,Wednesday,Morning,Clinic_12,General,Urban,Follow-up,42,15.7,9,18,6,4,10,Storm,0.49,Moderate,0.13,5,2,0.05,2,8,2.63,0,0,45,19.58,2.54,0.22,4
2025-03-04,Tuesday,Morning,Clinic_9,Emergency,Urban,Routine,62,25.9,10,20,22,4,6,Cloudy,0.46,Open,0.03,1,4,0.06,2,4,1.85,0,0,83,38.44,9.99,0.07,9
2025-04-23,Wednesday,Morning,Clinic_30,Emergency,Urban,Routine,107,13.3,8,10,13,5,10,Clear,0.92,Strict,0.06,6,12,0.11,1,9,1.25,0,1,107,54.3,5.27,0.09,16
2025-05-27,Tuesday,Morning,Clinic_18,Chronic,Rural,Follow-up,47,24.1,9,9,21,3,9,Storm,0.62,Open,0.14,6,5,0.11,6,3,4.39,0,0,60,27.85,3.88,0.15,5
2024-12-15,Sunday,Afternoon,Clinic_22,General,Rural,Urgent,57,17.0,8,27,10,5,7,Storm,0.88,Open,0.15,8,5,0.09,4,3,1.26,0,0,59,30.2,5.41,0.12,7
2024-12-11,Wednesday,Evening,Clinic_1,Maternal,Rural,Follow-up,74,20.5,8,18,28,3,6,Storm,0.46,Moderate,0.13,9,10,0.14,2,4,2.12,0,0,86,43.12,10.02,0.07,11
2025-02-12,Wednesday,Evening,Clinic_23,Pediatric,Rural,Urgent,62,11.1,10,26,21,0,7,Clear,0.89,Moderate,0.03,1,11,0.18,3,4,2.28,0,0,71,39.26,6.22,0.1,12
2025-04-06,Sunday,Morning,Clinic_20,Maternal,Urban,Routine,107,11.7,8,1,25,3,10,Cloudy,0.71,Strict,0.05,5,12,0.11,9,1,2.76,0,0,118,46.07,7.19,0.08,10
2025-01-09,Thursday,Afternoon,Clinic_27,Pediatric,Urban,Urgent,70,24.4,9,16,8,4,7,Clear,0.95,Moderate,0.2,14,6,0.09,2,5,3.09,0,0,62,31.76,5.68,0.11,7
2025-04-20,Sunday,Afternoon,Clinic_2,Pediatric,Urban,Urgent,83,20.1,8,20,26,5,3,Clear,0.45,Open,0.03,2,8,0.1,1,2,3.69,0,0,104,60.63,28.6,0.03,16
2025-02-13,Thursday,Morning,Clinic_30,General,Urban,Urgent,74,11.7,9,18,8,2,10,Clear,0.81,Strict,0.12,8,10,0.14,2,8,2.24,0,0,66,15.68,5.03,0.15,4
2025-05-12,Monday,Morning,Clinic_24,Maternal,Rural,Routine,57,17.6,9,5,25,2,10,Storm,0.31,Moderate,0.03,1,10,0.18,4,6,2.31,0,0,73,26.38,4.66,0.14,7
2025-03-31,Monday,Afternoon,Clinic_9,General,Rural,Follow-up,82,21.6,9,24,12,1,7,Cloudy,0.86,Open,0.18,14,13,0.16,2,5,3.64,1,0,68,64.19,3.3,0.1,16
2025-03-12,Wednesday,Evening,Clinic_26,Pediatric,Urban,Follow-up,51,24.0,10,17,6,4,9,Storm,0.27,Strict,0.05,2,5,0.1,4,5,1.44,1,0,54,48.68,1.13,0.17,9
2025-05-15,Thursday,Afternoon,Clinic_5,Chronic,Rural,Follow-up,63,21.3,10,18,11,3,7,Clear,0.46,Strict,0.03,1,6,0.1,1,6,1.73,0,0,70,26.96,7.3,0.1,6
2024-12-26,Thursday,Morning,Clinic_30,Pediatric,Rural,Routine,110,19.3,8,24,16,0,5,Clear,0.55,Open,0.1,11,9,0.08,3,2,2.12,0,1,106,58.26,15.37,0.05,18
2025-04-15,Tuesday,Afternoon,Clinic_20,Pediatric,Rural,Urgent,88,18.0,8,29,23,4,9,Rain,0.81,Open,0.15,13,5,0.06,8,1,2.65,0,0,97,46.99,6.08,0.09,12
2024-12-14,Saturday,Morning,Clinic_30,Pediatric,Urban,Urgent,43,25.0,8,21,18,3,7,Storm,0.83,Strict,0.19,8,2,0.05,4,3,2.34,0,0,54,33.3,4.38,0.13,9
2024-12-25,Wednesday,Morning,Clinic_29,Maternal,Rural,Follow-up,41,11.6,8,27,14,1,8,Rain,0.55,Open,0.1,4,2,0.05,2,6,2.84,0,0,50,14.29,4.82,0.16,6
2025-02-13,Thursday,Evening,Clinic_13,Maternal,Rural,Urgent,61,17.5,9,22,9,5,8,Rain,0.81,Strict,0.02,1,7,0.11,2,6,2.28,0,0,67,25.11,5.86,0.12,6
2025-02-08,Saturday,Evening,Clinic_28,Chronic,Rural,Urgent,79,11.4,9,21,9,2,5,Clear,0.38,Open,0.09,7,9,0.11,3,2,3.36,0,0,74,33.01,11.5,0.07,11
2025-03-17,Monday,Afternoon,Clinic_30,General,Urban,Routine,52,20.0,8,6,29,1,8,Storm,0.55,Moderate,0.09,4,0,0.0,5,3,2.09,0,0,78,30.44,6.71,0.1,6
2025-02-09,Sunday,Morning,Clinic_9,Chronic,Urban,Routine,79,18.0,10,26,25,1,9,Clear,0.57,Strict,0.05,3,5,0.06,5,4,2.03,0,0,97,36.16,7.16,0.09,10
2025-05-30,Friday,Afternoon,Clinic_5,Emergency,Rural,Urgent,74,19.1,9,20,26,5,4,Cloudy,0.54,Strict,0.14,10,0,0.0,2,2,1.02,0,0,95,46.67,19.08,0.04,13
2024-12-09,Monday,Evening,Clinic_11,Emergency,Rural,Routine,68,25.7,9,17,18,2,4,Cloudy,0.9,Strict,0.13,8,0,0.0,2,2,2.15,0,0,80,36.77,16.32,0.05,13
2025-03-26,Wednesday,Morning,Clinic_15,Pediatric,Urban,Routine,49,27.4,9,11,5,2,7,Clear,0.91,Open,0.06,2,3,0.06,5,2,2.77,0,0,51,21.91,5.09,0.14,2
2025-02-13,Thursday,Morning,Clinic_10,Pediatric,Rural,Routine,77,18.9,9,20,13,3,8,Clear,0.68,Moderate,0.14,10,10,0.13,7,1,2.65,0,0,73,35.64,5.56,0.11,18
2025-04-29,Tuesday,Morning,Clinic_21,Chronic,Rural,Follow-up,34,16.9,9,22,22,5,9,Rain,0.94,Open,0.06,2,0,0.0,2,7,3.71,0,0,59,24.26,4.13,0.15,7
2025-05-17,Saturday,Evening,Clinic_21,General,Rural,Urgent,97,29.6,8,10,23,3,3,Storm,0.54,Strict,0.03,2,9,0.09,2,1,2.2,0,0,112,51.25,32.21,0.03,15
2025-01-02,Thursday,Evening,Clinic_9,Pediatric,Urban,Urgent,53,26.0,9,18,28,2,4,Cloudy,0.37,Moderate,0.17,9,0,0.0,2,2,3.03,1,0,74,57.82,12.72,0.05,11
2025-01-31,Friday,Evening,Clinic_10,Pediatric,Urban,Follow-up,65,14.1,9,21,28,5,5,Rain,0.42,Moderate,0.07,4,5,0.08,1,4,3.38,0,1,89,58.32,11.97,0.06,15
2025-02-08,Saturday,Morning,Clinic_20,Pediatric,Rural,Urgent,106,18.4,10,10,30,5,8,Cloudy,0.58,Open,0.04,4,8,0.08,2,6,3.03,0,0,129,56.73,10.45,0.06,20
2025-05-15,Thursday,Afternoon,Clinic_7,Emergency,Urban,Urgent,31,17.8,9,1,15,2,8,Clear,0.71,Open,0.08,2,2,0.06,4,4,2.97,0,1,44,34.29,2.07,0.18,10
2025-05-14,Wednesday,Morning,Clinic_5,Emergency,Urban,Urgent,74,17.0,9,13,7,1,8,Clear,0.8,Moderate,0.07,5,5,0.07,7,1,3.02,0,0,72,25.23,6.48,0.11,8
2025-05-01,Thursday,Morning,Clinic_4,Chronic,Urban,Routine,101,29.8,10,9,28,3,6,Rain,0.89,Open,0.09,9,10,0.1,5,1,2.68,0,0,113,51.22,13.71,0.05,15
2025-05-17,Saturday,Afternoon,Clinic_21,General,Rural,Urgent,81,20.7,9,7,22,3,8,Cloudy,0.6,Moderate,0.16,12,12,0.15,4,4,3.19,1,0,82,63.15,3.94,0.1,15
2025-01-26,Sunday,Afternoon,Clinic_21,Maternal,Urban,Follow-up,66,21.6,9,13,19,1,5,Cloudy,0.35,Strict,0.09,5,3,0.05,1,4,3.17,0,0,78,40.18,11.58,0.06,14
2025-04-16,Wednesday,Evening,Clinic_8,Maternal,Rural,Urgent,109,11.8,9,0,12,1,4,Cloudy,0.64,Strict,0.13,14,9,0.08,3,1,2.34,0,0,99,39.0,20.85,0.04,12
2025-01-30,Thursday,Morning,Clinic_7,Emergency,Rural,Follow-up,50,14.9,10,14,19,2,6,Rain,0.84,Moderate,0.05,2,7,0.14,2,4,2.17,0,0,62,33.7,6.96,0.1,8
2025-05-24,Saturday,Morning,Clinic_1,General,Rural,Urgent,94,29.9,9,2,25,0,8,Cloudy,0.97,Open,0.18,16,10,0.11,2,6,1.7,0,0,93,40.13,7.61,0.09,6
2025-05-16,Friday,Evening,Clinic_25,General,Rural,Follow-up,98,24.3,10,20,8,5,3,Cloudy,0.54,Strict,0.1,9,9,0.09,1,2,1.36,0,0,93,55.93,25.41,0.03,17
2025-02-10,Monday,Morning,Clinic_26,Chronic,Urban,Follow-up,43,11.9,10,22,9,2,4,Clear,0.57,Open,0.15,6,5,0.12,2,2,3.56,0,0,43,22.66,8.48,0.09,10
2025-06-04,Wednesday,Evening,Clinic_9,Emergency,Rural,Urgent,92,10.7,8,4,29,1,7,Storm,0.22,Moderate,0.08,7,11,0.12,6,1,2.33,0,0,104,50.28,9.83,0.07,12
2025-05-12,Monday,Afternoon,Clinic_23,Chronic,Rural,Routine,102,24.9,10,4,16,5,7,Rain,0.69,Moderate,0.08,8,7,0.07,6,1,2.07,0,0,108,44.46,10.98,0.06,11
2024-12-16,Monday,Afternoon,Clinic_24,Emergency,Rural,Follow-up,62,22.4,8,11,25,1,3,Rain,0.67,Open,0.17,10,9,0.15,2,1,2.32,0,0,69,43.36,18.66,0.04,10
2025-04-18,Friday,Afternoon,Clinic_6,Chronic,Rural,Routine,70,23.4,8,10,21,2,9,Rain,0.45,Strict,0.18,12,1,0.01,8,1,2.69,0,1,80,36.94,5.19,0.11,10
2025-04-24,Thursday,Evening,Clinic_30,General,Urban,Urgent,49,14.1,10,1,13,4,4,Cloudy,0.7,Moderate,0.14,6,0,0.0,2,2,3.89,0,0,60,38.76,11.12,0.07,10
2024-12-17,Tuesday,Morning,Clinic_9,Maternal,Urban,Routine,94,23.8,9,5,7,2,4,Clear,0.98,Moderate,0.19,17,13,0.14,1,3,1.91,0,0,73,44.42,13.81,0.05,13
2025-04-08,Tuesday,Afternoon,Clinic_2,Maternal,Urban,Routine,100,21.7,10,15,13,0,6,Cloudy,0.28,Strict,0.15,15,10,0.1,1,5,3.39,1,0,88,63.16,8.35,0.07,18
2025-03-26,Wednesday,Morning,Clinic_18,Emergency,Urban,Urgent,70,19.7,10,0,30,5,4,Cloudy,0.89,Strict,0.06,4,2,0.03,1,3,1.83,0,0,99,49.89,19.76,0.04,13
2025-03-03,Monday,Afternoon,Clinic_25,Chronic,Rural,Follow-up,86,22.6,9,16,29,5,6,Cloudy,0.61,Open,0.13,11,5,0.06,5,1,4.19,0,1,104,73.38,10.0,0.06,20
2025-02-22,Saturday,Morning,Clinic_25,Maternal,Rural,Routine,68,16.4,10,15,13,4,6,Cloudy,0.33,Strict,0.08,5,7,0.1,5,1,2.35,0,0,73,31.14,9.05,0.08,9
2025-03-04,Tuesday,Morning,Clinic_7,General,Urban,Routine,85,16.1,9,10,26,2,4,Cloudy,0.28,Moderate,0.19,16,9,0.11,2,2,1.63,0,0,88,50.17,16.98,0.05,13
2025-01-29,Wednesday,Morning,Clinic_20,Maternal,Rural,Urgent,108,29.6,10,19,11,4,5,Cloudy,0.82,Moderate,0.08,8,5,0.05,2,3,1.9,0,0,110,46.83,17.32,0.05,18
2025-04-18,Friday,Evening,Clinic_11,Chronic,Rural,Follow-up,59,21.3,9,0,13,3,7,Cloudy,0.24,Moderate,0.09,5,7,0.12,3,4,1.57,0,0,63,32.13,5.79,0.11,6
2025-04-07,Monday,Evening,Clinic_23,Pediatric,Rural,Follow-up,75,10.5,9,25,25,1,10,Cloudy,0.46,Open,0.16,12,10,0.13,1,9,2.17,0,0,79,31.03,4.8,0.13,12
2025-01-26,Sunday,Evening,Clinic_16,Emergency,Rural,Routine,55,25.6,9,22,30,1,10,Cloudy,0.4,Open,0.17,9,1,0.02,2,8,1.52,0,0,76,25.08,5.09,0.13,9
2025-03-01,Saturday,Afternoon,Clinic_4,Chronic,Urban,Urgent,105,11.5,10,13,17,0,4,Rain,0.9,Open,0.03,3,5,0.05,2,2,1.0,0,0,114,44.74,24.03,0.04,15
2025-02-27,Thursday,Afternoon,Clinic_18,Emergency,Rural,Urgent,68,10.4,8,27,23,1,4,Storm,0.97,Moderate,0.1,6,10,0.15,2,2,2.18,0,0,76,38.34,15.17,0.05,13
2025-01-08,Wednesday,Evening,Clinic_23,Pediatric,Rural,Urgent,87,25.0,8,4,28,1,5,Clear,0.71,Moderate,0.08,6,3,0.03,2,3,2.23,0,0,107,47.55,16.64,0.05,14
2025-01-28,Tuesday,Morning,Clinic_19,Chronic,Urban,Urgent,80,27.5,9,25,30,3,3,Cloudy,0.43,Moderate,0.17,13,6,0.07,1,2,2.52,1,0,94,60.06,25.33,0.03,14
2025-01-24,Friday,Evening,Clinic_28,General,Rural,Urgent,111,23.0,8,24,7,5,4,Clear,0.81,Moderate,0.12,13,12,0.11,3,1,1.81,0,0,98,51.59,19.34,0.04,16
2025-05-26,Monday,Afternoon,Clinic_17,Chronic,Urban,Follow-up,65,21.5,8,19,19,3,5,Cloudy,0.22,Strict,0.14,9,5,0.08,1,4,2.62,0,0,73,33.69,11.23,0.07,9
2025-03-23,Sunday,Afternoon,Clinic_21,Maternal,Rural,Urgent,71,27.3,8,6,18,1,7,Rain,0.36,Strict,0.17,12,8,0.11,5,2,2.61,0,0,70,29.87,7.01,0.1,9
2025-01-15,Wednesday,Afternoon,Clinic_30,Maternal,Urban,Routine,42,16.1,9,8,5,4,3,Rain,0.95,Strict,0.16,6,6,0.14,2,1,1.07,1,0,39,55.9,7.41,0.08,12
2025-05-29,Thursday,Evening,Clinic_7,Chronic,Urban,Follow-up,75,18.8,8,6,5,1,10,Cloudy,0.67,Strict,0.04,3,8,0.11,7,3,3.34,0,1,70,29.64,4.04,0.14,8
2025-05-14,Wednesday,Evening,Clinic_12,Pediatric,Rural,Routine,41,14.2,8,25,10,4,4,Storm,0.58,Open,0.05,2,3,0.07,1,3,1.95,0,0,50,38.97,8.6,0.08,8
2025-04-23,Wednesday,Afternoon,Clinic_12,Pediatric,Urban,Follow-up,44,28.9,10,9,19,0,3,Rain,1.0,Strict,0.09,3,2,0.05,2,1,2.64,0,1,58,40.69,15.26,0.05,9
2024-12-14,Saturday,Morning,Clinic_5,Maternal,Urban,Urgent,113,10.2,10,4,25,3,10,Rain,0.76,Strict,0.02,2,12,0.11,5,5,2.27,0,1,127,60.43,6.66,0.08,16
2024-12-19,Thursday,Morning,Clinic_30,Emergency,Urban,Urgent,37,26.2,10,5,24,1,7,Storm,0.9,Strict,0.09,3,0,0.0,4,3,2.73,0,0,59,34.37,4.99,0.12,8
2025-02-24,Monday,Afternoon,Clinic_1,General,Rural,Routine,50,27.8,8,23,5,3,6,Rain,0.93,Strict,0.08,4,5,0.1,3,3,2.98,1,0,49,38.65,4.3,0.12,13
2025-02-26,Wednesday,Afternoon,Clinic_3,General,Rural,Follow-up,99,29.7,10,14,17,4,5,Rain,0.89,Open,0.05,4,10,0.1,1,4,3.64,0,0,106,45.53,16.65,0.05,17
2025-04-20,Sunday,Afternoon,Clinic_20,General,Rural,Follow-up,30,25.0,10,6,14,3,10,Rain,0.38,Strict,0.18,5,5,0.17,5,5,2.89,0,0,37,16.67,2.03,0.27,4
2025-04-03,Thursday,Morning,Clinic_8,Maternal,Rural,Routine,48,24.6,9,10,12,5,4,Cloudy,0.73,Open,0.15,7,8,0.17,3,1,2.6,0,1,50,40.06,8.49,0.08,8
2025-01-08,Wednesday,Morning,Clinic_24,Chronic,Urban,Routine,96,29.6,8,4,23,2,5,Clear,0.87,Strict,0.08,7,9,0.09,3,2,2.72,0,0,105,48.02,16.2,0.05,16
2025-04-28,Monday,Evening,Clinic_13,Chronic,Urban,Follow-up,50,22.4,10,14,17,2,3,Clear,0.8,Open,0.12,6,0,0.0,2,1,2.6,0,0,63,26.41,18.36,0.05,9
2025-04-01,Tuesday,Morning,Clinic_22,Pediatric,Rural,Routine,95,25.6,9,20,15,2,5,Clear,0.97,Strict,0.07,6,9,0.09,4,1,2.79,0,0,97,39.68,15.43,0.05,15
2025-01-15,Wednesday,Afternoon,Clinic_15,Chronic,Urban,Urgent,42,13.7,10,6,12,3,4,Rain,0.87,Strict,0.04,1,7,0.17,3,1,2.91,0,1,49,44.45,7.8,0.08,12
2025-02-28,Friday,Evening,Clinic_2,Emergency,Rural,Urgent,32,14.6,10,5,11,5,8,Storm,0.33,Open,0.11,3,1,0.03,7,1,3.1,0,1,44,44.85,1.01,0.18,12
2025-04-19,Saturday,Afternoon,Clinic_28,Maternal,Rural,Routine,51,29.2,9,9,25,5,6,Cloudy,0.92,Moderate,0.17,8,2,0.04,2,4,2.75,0,1,71,46.83,7.15,0.08,13
2025-04-23,Wednesday,Evening,Clinic_22,Pediatric,Urban,Urgent,90,22.3,8,1,19,2,5,Cloudy,0.31,Moderate,0.15,13,10,0.11,3,2,1.19,0,0,88,38.69,13.73,0.06,11
